verdict,group,target,threshold,horizon,exit_rule,depth_total_pnl,depth_min_day_pnl,depth_trades,depth_win_pct,signal_count,buy_signals,sell_signals,stable_threshold_count,stable_thresholds,simple_total_pnl_same_rule,simple_min_day_pnl_same_rule,simple_positive_days_same_rule,leaky_total_pnl_same_rule,top_short_trade_pct
reject,TRANSLATOR,TRANSLATOR_VOID_BLUE,3.0,200,zero_cross,9807.000000000007,1076.0000000000036,51,0.5490196078431373,9256,8683,573,3,"1.5,2.5,3",-1306.0000000000582,-1306.0000000000582,0,0.0,0.24509803921568626
reject,ROBOT,ROBOT_DISHES,2.5,500,fixed_horizon,9062.000000000025,490.0,19,0.5789473684210527,6416,3409,3007,1,2.5,-703.99999999996,-10930.999999999949,1,2048.9999999999964,0.7894736842105263
reject,ROBOT,ROBOT_DISHES,2.5,500,zero_cross,9062.000000000025,490.0,19,0.5789473684210527,6416,3409,3007,1,2.5,-703.99999999996,-10930.999999999949,1,2048.9999999999964,0.7894736842105263
reject,UV_VISOR,UV_VISOR_MAGENTA,2.0,200,fixed_horizon,7990.0,1780.0,61,0.5573770491803278,9761,2743,7018,1,2,12263.999999999996,0.0,2,9743.999999999996,0.0
reject,UV_VISOR,UV_VISOR_MAGENTA,2.0,200,zero_cross,7990.0,1780.0,61,0.5573770491803278,9761,2743,7018,1,2,12263.999999999996,0.0,2,9743.999999999996,0.0
reject,ROBOT,ROBOT_DISHES,3.0,200,fixed_horizon,6982.999999999993,167.99999999999272,27,0.48148148148148145,3564,2439,1125,1,3,-2471.9999999999345,-2471.9999999999345,0,0.0,0.8333333333333334
reject,ROBOT,ROBOT_DISHES,3.0,200,zero_cross,6982.999999999993,167.99999999999272,27,0.48148148148148145,3564,2439,1125,1,3,-2471.9999999999345,-2471.9999999999345,0,0.0,0.8333333333333334
reject,GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,3.0,500,fixed_horizon,6930.0,2140.0,23,0.5217391304347826,9376,426,8950,3,"1.5,2.5,3",0.0,0.0,0,0.0,0.0
reject,GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,3.0,500,zero_cross,6930.0,2140.0,23,0.5217391304347826,9376,426,8950,3,"1.5,2.5,3",0.0,0.0,0,0.0,0.0
reject,OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,2.5,500,fixed_horizon,6223.999999999996,496.00000000000364,30,0.5666666666666667,13048,1467,11581,1,2.5,-280.0,-280.0,0,1080.0,0.03333333333333333
reject,OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,2.5,500,zero_cross,6223.999999999996,496.00000000000364,30,0.5666666666666667,13048,1467,11581,1,2.5,-280.0,-280.0,0,1080.0,0.03333333333333333
reject,OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,2.5,200,fixed_horizon,5521.999999999989,1030.0,69,0.4927536231884058,11509,6249,5260,1,2.5,5054.000000000015,0.0,1,2600.0,0.021739130434782608
reject,OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,2.5,200,zero_cross,5521.999999999989,1030.0,69,0.4927536231884058,11509,6249,5260,1,2.5,5054.000000000015,0.0,1,2600.0,0.021739130434782608
