split,product,group,side,horizon,corr,top5_count,top5_edge,top5_win,top5_pred,all_edge,rank_score
d2_to_d3,MICROCHIP_OVAL,MICROCHIP,short,100,0.12641501873768707,41,71.65853881835938,0.6829268292682927,25.883005142211914,10.392298698425293,48.93753870522104
d2_to_d3,MICROCHIP_SQUARE,MICROCHIP,short,50,0.2220547644188298,41,76.58536529541016,0.6341463414634146,-1.725433111190796,-30.64500617980957,48.56632921172351
d2_to_d3,PANEL_1X4,PANEL,long,500,0.34070825842260305,41,63.70731735229492,0.7560975609756098,221.82418823242188,-121.8796615600586,48.16894726636933
d2_to_d3,SLEEP_POD_LAMB_WOOL,SLEEP,short,100,0.09377281058983711,41,69.24390411376953,0.6829268292682927,2.9992785453796387,-12.998796463012695,47.28851988257432
d2_to_d3,ROBOT_MOPPING,ROBOT,long,200,0.007290101049322696,41,74.46341705322266,0.6341463414634146,10.238682746887207,36.3814697265625,47.22070349716559
d2_to_d3,MICROCHIP_OVAL,MICROCHIP,long,500,0.2586392152124864,41,74.07317352294922,0.6341463414634146,117.38936614990234,-98.1792984008789,46.97323199016292
d2_to_d3,OXYGEN_SHAKE_MINT,OXYGEN,short,1000,0.1085682936185374,41,71.24390411376953,0.6585365853658537,89.9978256225586,12.930204391479492,46.91671734321408
d2_to_d3,SLEEP_POD_SUEDE,SLEEP,short,200,0.2659640871501573,41,73.90243530273438,0.6341463414634146,-5.760396480560303,-31.89169692993164,46.8649589724657
d2_to_d3,SLEEP_POD_SUEDE,SLEEP,long,100,0.22570116118928696,41,67.95121765136719,0.6829268292682927,10.897926330566406,0.4560770094394684,46.40570961556784
d2_to_d3,ROBOT_DISHES,ROBOT,long,500,0.2989093622302576,41,82.43902587890625,0.5609756097560976,69.45683288574219,-6.138387680053711,46.246282810118146
d2_to_d3,SNACKPACK_CHOCOLATE,SNACKPACK,long,1000,0.5439625750703557,41,66.0,0.6829268292682927,130.67013549804688,-39.838748931884766,45.07317073170732
d2_to_d3,GALAXY_SOUNDS_BLACK_HOLES,GALAXY,long,500,0.06594244178336793,41,67.73170471191406,0.6585365853658537,126.9676284790039,11.666666984558105,44.60380554199219
d2_to_d3,PANEL_4X4,PANEL,long,500,0.021668815710924817,41,69.24390411376953,0.6341463414634146,13.908811569213867,25.773767471313477,43.910768462390436
d2_to_d3,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY,long,200,0.13113861442366131,41,69.0243911743164,0.6341463414634146,55.55807113647461,-24.578821182250977,43.77156513493235
d2_to_d3,SLEEP_POD_SUEDE,SLEEP,long,200,0.2767168809913854,41,73.68292999267578,0.5853658536585366,28.213022232055664,11.63537883758545,43.13147121522484
d2_to_d3,TRANSLATOR_ASTRO_BLACK,TRANSLATOR,long,200,0.14620396351238676,41,61.07316970825195,0.6829268292682927,43.78102493286133,-23.30565643310547,41.70850614222085
d2_to_d3,MICROCHIP_RECTANGLE,MICROCHIP,short,200,0.18840047379543054,41,62.90243911743164,0.6585365853658537,27.0999755859375,20.29602813720703,41.423557467576934
d2_to_d3,TRANSLATOR_ASTRO_BLACK,TRANSLATOR,long,1000,0.2710469682140921,41,65.09756469726562,0.6341463414634146,192.1970672607422,-76.84476470947266,41.281382490948936
d2_to_d3,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY,long,500,0.16620188767675934,41,67.0243911743164,0.6097560975609756,117.46683502197266,-40.32731628417969,40.86853120385147
d2_to_d3,TRANSLATOR_VOID_BLUE,TRANSLATOR,long,200,0.1627189709027043,41,58.60975646972656,0.6829268292682927,62.84807205200195,-14.87123966217041,40.02617515005717
