case,group,method,target,anchor,window,entry_z,total,day2,day3,day4,worst_day,positive_days,trades
tls__SNACKPACK_VANILLA__SNACKPACK_PISTACHIO__w2000__z2.5,SNACKPACK,tls,SNACKPACK_VANILLA,SNACKPACK_PISTACHIO,2000,2.5,2380.0,110.0,820.0,1450.0,110.0,3,23
tls__SLEEP_POD_LAMB_WOOL__SLEEP_POD_POLYESTER__w2000__z2.5,SLEEP_POD,tls,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,2000,2.5,2960.0,1130.0,100.0,1730.0,100.0,3,24
tls__MICROCHIP_OVAL__MICROCHIP_CIRCLE__w2000__z3.0,MICROCHIP,tls,MICROCHIP_OVAL,MICROCHIP_CIRCLE,2000,3.0,16120.0,8090.0,90.0,7940.0,90.0,3,13
tls__SLEEP_POD_NYLON__SLEEP_POD_LAMB_WOOL__w1000__z3.0,SLEEP_POD,tls,SLEEP_POD_NYLON,SLEEP_POD_LAMB_WOOL,1000,3.0,5550.0,310.0,85.0,5155.0,85.0,3,28
ols__ROBOT_DISHES__ROBOT_MOPPING__w1000__z3.0,ROBOT,ols,ROBOT_DISHES,ROBOT_MOPPING,1000,3.0,5495.0,80.0,2975.0,2440.0,80.0,3,23
ols__MICROCHIP_CIRCLE__MICROCHIP_RECTANGLE__w2000__z3.0,MICROCHIP,ols,MICROCHIP_CIRCLE,MICROCHIP_RECTANGLE,2000,3.0,5880.0,2750.0,3070.0,60.0,60.0,3,13
tls__SNACKPACK_RASPBERRY__SNACKPACK_CHOCOLATE__w2000__z2.5,SNACKPACK,tls,SNACKPACK_RASPBERRY,SNACKPACK_CHOCOLATE,2000,2.5,5045.0,745.0,20.0,4280.0,20.0,3,30
ols__SNACKPACK_CHOCOLATE__SNACKPACK_PISTACHIO__w1000__z2.5,SNACKPACK,ols,SNACKPACK_CHOCOLATE,SNACKPACK_PISTACHIO,1000,2.5,6980.0,2500.0,4470.0,10.0,10.0,3,31
ols__SNACKPACK_VANILLA__SNACKPACK_PISTACHIO__w2000__z3.0,SNACKPACK,ols,SNACKPACK_VANILLA,SNACKPACK_PISTACHIO,2000,3.0,5140.0,0.0,4080.0,1060.0,0.0,2,8
ols__ROBOT_LAUNDRY__ROBOT_IRONING__w2000__z3.0,ROBOT,ols,ROBOT_LAUNDRY,ROBOT_IRONING,2000,3.0,4440.0,530.0,3910.0,0.0,0.0,2,8
ols__MICROCHIP_TRIANGLE__MICROCHIP_SQUARE__w2000__z2.5,MICROCHIP,ols,MICROCHIP_TRIANGLE,MICROCHIP_SQUARE,2000,2.5,16700.0,10590.0,6150.0,-40.0,-40.0,2,22
ols__SLEEP_POD_NYLON__SLEEP_POD_LAMB_WOOL__w500__z3.0,SLEEP_POD,ols,SLEEP_POD_NYLON,SLEEP_POD_LAMB_WOOL,500,3.0,3190.0,-40.0,910.0,2320.0,-40.0,2,31
ols__ROBOT_VACUUMING__ROBOT_LAUNDRY__w500__z3.0,ROBOT,ols,ROBOT_VACUUMING,ROBOT_LAUNDRY,500,3.0,5290.0,3000.0,-100.0,2390.0,-100.0,2,35
tls__ROBOT_MOPPING__ROBOT_LAUNDRY__w500__z3.0,ROBOT,tls,ROBOT_MOPPING,ROBOT_LAUNDRY,500,3.0,4140.0,470.0,3780.0,-110.0,-110.0,2,52
ols__MICROCHIP_OVAL__MICROCHIP_TRIANGLE__w2000__z3.0,MICROCHIP,ols,MICROCHIP_OVAL,MICROCHIP_TRIANGLE,2000,3.0,6470.0,-120.0,4140.0,2450.0,-120.0,2,10
ols__ROBOT_DISHES__ROBOT_MOPPING__w500__z3.0,ROBOT,ols,ROBOT_DISHES,ROBOT_MOPPING,500,3.0,11250.0,-160.0,5450.0,5960.0,-160.0,2,44
tls__ROBOT_VACUUMING__ROBOT_DISHES__w2000__z2.5,ROBOT,tls,ROBOT_VACUUMING,ROBOT_DISHES,2000,2.5,3880.0,2220.0,1840.0,-180.0,-180.0,2,25
tls__MICROCHIP_TRIANGLE__MICROCHIP_OVAL__w2000__z2.5,MICROCHIP,tls,MICROCHIP_TRIANGLE,MICROCHIP_OVAL,2000,2.5,23690.0,-200.0,7160.0,16730.0,-200.0,2,23
ols__ROBOT_DISHES__ROBOT_IRONING__w2000__z3.0,ROBOT,ols,ROBOT_DISHES,ROBOT_IRONING,2000,3.0,2515.0,1810.0,945.0,-240.0,-240.0,2,10
ols__GALAXY_SOUNDS_DARK_MATTER__GALAXY_SOUNDS_SOLAR_WINDS__w1000__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_WINDS,1000,2.5,5375.0,4090.0,1540.0,-255.0,-255.0,2,34
ols__GALAXY_SOUNDS_DARK_MATTER__GALAXY_SOUNDS_SOLAR_FLAMES__w1000__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_FLAMES,1000,3.0,2770.0,690.0,-270.0,2350.0,-270.0,2,15
ols__ROBOT_DISHES__ROBOT_MOPPING__w2000__z2.5,ROBOT,ols,ROBOT_DISHES,ROBOT_MOPPING,2000,2.5,6170.0,4290.0,2160.0,-280.0,-280.0,2,15
ols__ROBOT_DISHES__ROBOT_IRONING__w2000__z2.5,ROBOT,ols,ROBOT_DISHES,ROBOT_IRONING,2000,2.5,4265.0,1770.0,2775.0,-280.0,-280.0,2,14
ols__ROBOT_DISHES__ROBOT_MOPPING__w2000__z3.0,ROBOT,ols,ROBOT_DISHES,ROBOT_MOPPING,2000,3.0,6340.0,-310.0,2930.0,3720.0,-310.0,2,8
ols__MICROCHIP_TRIANGLE__MICROCHIP_OVAL__w2000__z2.5,MICROCHIP,ols,MICROCHIP_TRIANGLE,MICROCHIP_OVAL,2000,2.5,14960.0,-320.0,7590.0,7690.0,-320.0,2,18
ols__ROBOT_VACUUMING__ROBOT_DISHES__w1000__z3.0,ROBOT,ols,ROBOT_VACUUMING,ROBOT_DISHES,1000,3.0,3410.0,690.0,-340.0,3060.0,-340.0,2,19
ols__ROBOT_LAUNDRY__ROBOT_DISHES__w2000__z3.0,ROBOT,ols,ROBOT_LAUNDRY,ROBOT_DISHES,2000,3.0,4905.0,2070.0,-355.0,3190.0,-355.0,2,11
ols__ROBOT_DISHES__ROBOT_LAUNDRY__w1000__z2.5,ROBOT,ols,ROBOT_DISHES,ROBOT_LAUNDRY,1000,2.5,12300.0,750.0,-370.0,11920.0,-370.0,2,40
ols__ROBOT_LAUNDRY__ROBOT_VACUUMING__w1000__z3.0,ROBOT,ols,ROBOT_LAUNDRY,ROBOT_VACUUMING,1000,3.0,7265.0,2750.0,4885.0,-370.0,-370.0,2,17
ols__SLEEP_POD_POLYESTER__SLEEP_POD_SUEDE__w2000__z3.0,SLEEP_POD,ols,SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,2000,3.0,7110.0,-385.0,4810.0,2685.0,-385.0,2,9
tls__MICROCHIP_RECTANGLE__MICROCHIP_TRIANGLE__w2000__z2.5,MICROCHIP,tls,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE,2000,2.5,12470.0,6950.0,-440.0,5960.0,-440.0,2,25
ols__ROBOT_DISHES__ROBOT_IRONING__w1000__z2.5,ROBOT,ols,ROBOT_DISHES,ROBOT_IRONING,1000,2.5,12830.0,4220.0,-470.0,9080.0,-470.0,2,34
ols__MICROCHIP_CIRCLE__MICROCHIP_TRIANGLE__w2000__z2.5,MICROCHIP,ols,MICROCHIP_CIRCLE,MICROCHIP_TRIANGLE,2000,2.5,3720.0,840.0,3350.0,-470.0,-470.0,2,14
ols__MICROCHIP_RECTANGLE__MICROCHIP_TRIANGLE__w1000__z3.0,MICROCHIP,ols,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE,1000,3.0,10430.0,4340.0,-500.0,6590.0,-500.0,2,24
ols__SNACKPACK_CHOCOLATE__SNACKPACK_RASPBERRY__w500__z3.0,SNACKPACK,ols,SNACKPACK_CHOCOLATE,SNACKPACK_RASPBERRY,500,3.0,-310.0,140.0,50.0,-500.0,-500.0,2,38
tls__MICROCHIP_CIRCLE__MICROCHIP_SQUARE__w1000__z3.0,MICROCHIP,tls,MICROCHIP_CIRCLE,MICROCHIP_SQUARE,1000,3.0,5850.0,-520.0,4110.0,2260.0,-520.0,2,26
tls__SNACKPACK_RASPBERRY__SNACKPACK_VANILLA__w2000__z2.5,SNACKPACK,tls,SNACKPACK_RASPBERRY,SNACKPACK_VANILLA,2000,2.5,5800.0,2770.0,-530.0,3560.0,-530.0,2,29
tls__ROBOT_LAUNDRY__ROBOT_MOPPING__w500__z3.0,ROBOT,tls,ROBOT_LAUNDRY,ROBOT_MOPPING,500,3.0,2590.0,1840.0,-540.0,1290.0,-540.0,2,50
ols__SNACKPACK_VANILLA__SNACKPACK_PISTACHIO__w1000__z3.0,SNACKPACK,ols,SNACKPACK_VANILLA,SNACKPACK_PISTACHIO,1000,3.0,7670.0,-570.0,2880.0,5360.0,-570.0,2,19
tls__MICROCHIP_CIRCLE__MICROCHIP_TRIANGLE__w2000__z2.5,MICROCHIP,tls,MICROCHIP_CIRCLE,MICROCHIP_TRIANGLE,2000,2.5,6370.0,-570.0,4370.0,2570.0,-570.0,2,15
ols__SNACKPACK_PISTACHIO__SNACKPACK_VANILLA__w2000__z2.5,SNACKPACK,ols,SNACKPACK_PISTACHIO,SNACKPACK_VANILLA,2000,2.5,2080.0,1000.0,1650.0,-570.0,-570.0,2,18
tls__MICROCHIP_RECTANGLE__MICROCHIP_OVAL__w2000__z3.0,MICROCHIP,tls,MICROCHIP_RECTANGLE,MICROCHIP_OVAL,2000,3.0,2420.0,2170.0,-620.0,870.0,-620.0,2,14
tls__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_SOLAR_WINDS__w2000__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,2000,2.5,6970.0,1210.0,6410.0,-650.0,-650.0,2,26
ols__SLEEP_POD_SUEDE__SLEEP_POD_NYLON__w2000__z3.0,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_NYLON,2000,3.0,5570.0,3080.0,3170.0,-680.0,-680.0,2,8
ols__MICROCHIP_CIRCLE__MICROCHIP_OVAL__w2000__z2.5,MICROCHIP,ols,MICROCHIP_CIRCLE,MICROCHIP_OVAL,2000,2.5,4970.0,2660.0,2990.0,-680.0,-680.0,2,16
tls__ROBOT_VACUUMING__ROBOT_MOPPING__w1000__z3.0,ROBOT,tls,ROBOT_VACUUMING,ROBOT_MOPPING,1000,3.0,5570.0,760.0,-700.0,5510.0,-700.0,2,21
tls__SLEEP_POD_COTTON__SLEEP_POD_POLYESTER__w500__z3.0,SLEEP_POD,tls,SLEEP_POD_COTTON,SLEEP_POD_POLYESTER,500,3.0,1770.0,-710.0,2120.0,360.0,-710.0,2,54
tls__SNACKPACK_STRAWBERRY__SNACKPACK_VANILLA__w2000__z3.0,SNACKPACK,tls,SNACKPACK_STRAWBERRY,SNACKPACK_VANILLA,2000,3.0,1750.0,1950.0,520.0,-720.0,-720.0,2,16
tls__MICROCHIP_CIRCLE__MICROCHIP_RECTANGLE__w2000__z2.5,MICROCHIP,tls,MICROCHIP_CIRCLE,MICROCHIP_RECTANGLE,2000,2.5,3780.0,470.0,4040.0,-730.0,-730.0,2,24
tls__SLEEP_POD_COTTON__SLEEP_POD_SUEDE__w500__z3.0,SLEEP_POD,tls,SLEEP_POD_COTTON,SLEEP_POD_SUEDE,500,3.0,4020.0,3230.0,1540.0,-750.0,-750.0,2,50
tls__MICROCHIP_RECTANGLE__MICROCHIP_CIRCLE__w1000__z2.5,MICROCHIP,tls,MICROCHIP_RECTANGLE,MICROCHIP_CIRCLE,1000,2.5,18115.0,7405.0,-760.0,11470.0,-760.0,2,63
tls__SLEEP_POD_LAMB_WOOL__SLEEP_POD_COTTON__w2000__z3.0,SLEEP_POD,tls,SLEEP_POD_LAMB_WOOL,SLEEP_POD_COTTON,2000,3.0,7640.0,5910.0,-770.0,2500.0,-770.0,2,12
ols__ROBOT_LAUNDRY__ROBOT_IRONING__w500__z2.5,ROBOT,ols,ROBOT_LAUNDRY,ROBOT_IRONING,500,2.5,4170.0,3030.0,-770.0,1910.0,-770.0,2,63
tls__SNACKPACK_PISTACHIO__SNACKPACK_CHOCOLATE__w500__z3.0,SNACKPACK,tls,SNACKPACK_PISTACHIO,SNACKPACK_CHOCOLATE,500,3.0,790.0,-770.0,620.0,940.0,-770.0,2,60
tls__ROBOT_LAUNDRY__ROBOT_MOPPING__w500__z2.5,ROBOT,tls,ROBOT_LAUNDRY,ROBOT_MOPPING,500,2.5,2550.0,-780.0,2520.0,810.0,-780.0,2,92
ols__SLEEP_POD_NYLON__SLEEP_POD_POLYESTER__w1000__z3.0,SLEEP_POD,ols,SLEEP_POD_NYLON,SLEEP_POD_POLYESTER,1000,3.0,8015.0,1910.0,6895.0,-790.0,-790.0,2,19
ols__ROBOT_LAUNDRY__ROBOT_MOPPING__w1000__z3.0,ROBOT,ols,ROBOT_LAUNDRY,ROBOT_MOPPING,1000,3.0,4440.0,-810.0,2280.0,2970.0,-810.0,2,16
ols__ROBOT_VACUUMING__ROBOT_LAUNDRY__w1000__z3.0,ROBOT,ols,ROBOT_VACUUMING,ROBOT_LAUNDRY,1000,3.0,2710.0,-840.0,2310.0,1240.0,-840.0,2,15
ols__MICROCHIP_RECTANGLE__MICROCHIP_SQUARE__w2000__z3.0,MICROCHIP,ols,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,2000,3.0,7440.0,140.0,-850.0,8150.0,-850.0,2,10
ols__MICROCHIP_RECTANGLE__MICROCHIP_CIRCLE__w1000__z2.5,MICROCHIP,ols,MICROCHIP_RECTANGLE,MICROCHIP_CIRCLE,1000,2.5,23165.0,17935.0,-900.0,6130.0,-900.0,2,43
ols__GALAXY_SOUNDS_DARK_MATTER__GALAXY_SOUNDS_SOLAR_WINDS__w1000__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_WINDS,1000,3.0,9195.0,4140.0,-900.0,5955.0,-900.0,2,23
ols__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_BLACK_HOLES__w2000__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_BLACK_HOLES,2000,2.5,4405.0,3820.0,1490.0,-905.0,-905.0,2,19
ols__SLEEP_POD_LAMB_WOOL__SLEEP_POD_COTTON__w2000__z2.5,SLEEP_POD,ols,SLEEP_POD_LAMB_WOOL,SLEEP_POD_COTTON,2000,2.5,7660.0,-930.0,5790.0,2800.0,-930.0,2,20
ols__ROBOT_LAUNDRY__ROBOT_MOPPING__w500__z3.0,ROBOT,ols,ROBOT_LAUNDRY,ROBOT_MOPPING,500,3.0,2010.0,1410.0,1530.0,-930.0,-930.0,2,35
ols__ROBOT_DISHES__ROBOT_MOPPING__w1000__z2.5,ROBOT,ols,ROBOT_DISHES,ROBOT_MOPPING,1000,2.5,6385.0,2180.0,-955.0,5160.0,-955.0,2,34
ols__ROBOT_LAUNDRY__ROBOT_MOPPING__w500__z2.5,ROBOT,ols,ROBOT_LAUNDRY,ROBOT_MOPPING,500,2.5,5050.0,4200.0,1810.0,-960.0,-960.0,2,61
ols__SNACKPACK_CHOCOLATE__SNACKPACK_PISTACHIO__w500__z3.0,SNACKPACK,ols,SNACKPACK_CHOCOLATE,SNACKPACK_PISTACHIO,500,3.0,1070.0,1790.0,240.0,-960.0,-960.0,2,40
tls__ROBOT_LAUNDRY__ROBOT_IRONING__w1000__z3.0,ROBOT,tls,ROBOT_LAUNDRY,ROBOT_IRONING,1000,3.0,2665.0,1780.0,1900.0,-1015.0,-1015.0,2,22
ols__GALAXY_SOUNDS_DARK_MATTER__GALAXY_SOUNDS_BLACK_HOLES__w1000__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,1000,3.0,6835.0,7240.0,-1030.0,625.0,-1030.0,2,18
ols__ROBOT_VACUUMING__ROBOT_IRONING__w1000__z3.0,ROBOT,ols,ROBOT_VACUUMING,ROBOT_IRONING,1000,3.0,2800.0,-1040.0,1440.0,2400.0,-1040.0,2,15
tls__ROBOT_IRONING__ROBOT_LAUNDRY__w1000__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_LAUNDRY,1000,2.5,90.0,190.0,-1040.0,940.0,-1040.0,2,48
ols__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_PLANETARY_RINGS__w2000__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_PLANETARY_RINGS,2000,3.0,6380.0,2360.0,-1060.0,5080.0,-1060.0,2,9
tls__GALAXY_SOUNDS_DARK_MATTER__GALAXY_SOUNDS_BLACK_HOLES__w1000__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,1000,2.5,6695.0,5760.0,-1090.0,2025.0,-1090.0,2,40
ols__ROBOT_DISHES__ROBOT_VACUUMING__w1000__z3.0,ROBOT,ols,ROBOT_DISHES,ROBOT_VACUUMING,1000,3.0,10615.0,2350.0,-1095.0,9360.0,-1095.0,2,20
tls__ROBOT_MOPPING__ROBOT_DISHES__w500__z3.0,ROBOT,tls,ROBOT_MOPPING,ROBOT_DISHES,500,3.0,7000.0,4880.0,3220.0,-1100.0,-1100.0,2,49
tls__SLEEP_POD_COTTON__SLEEP_POD_NYLON__w2000__z2.5,SLEEP_POD,tls,SLEEP_POD_COTTON,SLEEP_POD_NYLON,2000,2.5,1010.0,910.0,-1100.0,1200.0,-1100.0,2,27
tls__SNACKPACK_VANILLA__SNACKPACK_STRAWBERRY__w2000__z3.0,SNACKPACK,tls,SNACKPACK_VANILLA,SNACKPACK_STRAWBERRY,2000,3.0,810.0,310.0,1650.0,-1150.0,-1150.0,2,15
tls__GALAXY_SOUNDS_DARK_MATTER__GALAXY_SOUNDS_SOLAR_WINDS__w1000__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_WINDS,1000,2.5,1460.0,1650.0,-1160.0,970.0,-1160.0,2,47
ols__MICROCHIP_OVAL__MICROCHIP_CIRCLE__w2000__z2.5,MICROCHIP,ols,MICROCHIP_OVAL,MICROCHIP_CIRCLE,2000,2.5,13700.0,9150.0,-1230.0,5780.0,-1230.0,2,17
ols__SNACKPACK_STRAWBERRY__SNACKPACK_VANILLA__w1000__z2.5,SNACKPACK,ols,SNACKPACK_STRAWBERRY,SNACKPACK_VANILLA,1000,2.5,2880.0,-1260.0,3160.0,980.0,-1260.0,2,41
ols__SNACKPACK_CHOCOLATE__SNACKPACK_STRAWBERRY__w1000__z2.5,SNACKPACK,ols,SNACKPACK_CHOCOLATE,SNACKPACK_STRAWBERRY,1000,2.5,3110.0,-1270.0,4280.0,100.0,-1270.0,2,35
ols__SLEEP_POD_LAMB_WOOL__SLEEP_POD_NYLON__w2000__z2.5,SLEEP_POD,ols,SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,2000,2.5,13450.0,11880.0,-1290.0,2860.0,-1290.0,2,21
ols__MICROCHIP_RECTANGLE__MICROCHIP_TRIANGLE__w2000__z3.0,MICROCHIP,ols,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE,2000,3.0,6070.0,-1290.0,1340.0,6020.0,-1290.0,2,8
ols__ROBOT_LAUNDRY__ROBOT_DISHES__w2000__z2.5,ROBOT,ols,ROBOT_LAUNDRY,ROBOT_DISHES,2000,2.5,7245.0,-1300.0,435.0,8110.0,-1300.0,2,19
ols__ROBOT_VACUUMING__ROBOT_IRONING__w500__z2.5,ROBOT,ols,ROBOT_VACUUMING,ROBOT_IRONING,500,2.5,2670.0,-1340.0,3820.0,190.0,-1340.0,2,74
ols__SLEEP_POD_POLYESTER__SLEEP_POD_LAMB_WOOL__w2000__z3.0,SLEEP_POD,ols,SLEEP_POD_POLYESTER,SLEEP_POD_LAMB_WOOL,2000,3.0,6200.0,-1350.0,4250.0,3300.0,-1350.0,2,7
tls__SLEEP_POD_COTTON__SLEEP_POD_SUEDE__w500__z2.5,SLEEP_POD,tls,SLEEP_POD_COTTON,SLEEP_POD_SUEDE,500,2.5,8560.0,4470.0,5450.0,-1360.0,-1360.0,2,99
tls__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_SOLAR_FLAMES__w2000__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES,2000,3.0,8185.0,4460.0,5090.0,-1365.0,-1365.0,2,17
ols__SNACKPACK_VANILLA__SNACKPACK_PISTACHIO__w2000__z2.5,SNACKPACK,ols,SNACKPACK_VANILLA,SNACKPACK_PISTACHIO,2000,2.5,5330.0,-1380.0,4520.0,2190.0,-1380.0,2,21
tls__SNACKPACK_STRAWBERRY__SNACKPACK_PISTACHIO__w2000__z3.0,SNACKPACK,tls,SNACKPACK_STRAWBERRY,SNACKPACK_PISTACHIO,2000,3.0,1230.0,-1380.0,1610.0,1000.0,-1380.0,2,8
ols__MICROCHIP_RECTANGLE__MICROCHIP_SQUARE__w2000__z2.5,MICROCHIP,ols,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,2000,2.5,3860.0,4080.0,-1390.0,1170.0,-1390.0,2,17
ols__GALAXY_SOUNDS_DARK_MATTER__GALAXY_SOUNDS_SOLAR_WINDS__w2000__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_WINDS,2000,2.5,6400.0,6650.0,1210.0,-1460.0,-1460.0,2,15
ols__SNACKPACK_RASPBERRY__SNACKPACK_PISTACHIO__w1000__z2.5,SNACKPACK,ols,SNACKPACK_RASPBERRY,SNACKPACK_PISTACHIO,1000,2.5,745.0,285.0,1940.0,-1480.0,-1480.0,2,36
tls__ROBOT_DISHES__ROBOT_MOPPING__w2000__z3.0,ROBOT,tls,ROBOT_DISHES,ROBOT_MOPPING,2000,3.0,3680.0,470.0,-1510.0,4720.0,-1510.0,2,11
tls__MICROCHIP_TRIANGLE__MICROCHIP_OVAL__w2000__z3.0,MICROCHIP,tls,MICROCHIP_TRIANGLE,MICROCHIP_OVAL,2000,3.0,14240.0,-1530.0,11080.0,4690.0,-1530.0,2,12
tls__GALAXY_SOUNDS_DARK_MATTER__GALAXY_SOUNDS_SOLAR_FLAMES__w2000__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_FLAMES,2000,2.5,3595.0,2620.0,-1560.0,2535.0,-1560.0,2,24
tls__ROBOT_LAUNDRY__ROBOT_VACUUMING__w1000__z2.5,ROBOT,tls,ROBOT_LAUNDRY,ROBOT_VACUUMING,1000,2.5,13755.0,12050.0,3275.0,-1570.0,-1570.0,2,45
ols__ROBOT_IRONING__ROBOT_VACUUMING__w2000__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_VACUUMING,2000,3.0,3000.0,-1590.0,2300.0,2290.0,-1590.0,2,10
tls__ROBOT_LAUNDRY__ROBOT_IRONING__w2000__z2.5,ROBOT,tls,ROBOT_LAUNDRY,ROBOT_IRONING,2000,2.5,2145.0,3560.0,-1620.0,205.0,-1620.0,2,19
ols__SNACKPACK_VANILLA__SNACKPACK_PISTACHIO__w500__z3.0,SNACKPACK,ols,SNACKPACK_VANILLA,SNACKPACK_PISTACHIO,500,3.0,-490.0,420.0,710.0,-1620.0,-1620.0,2,38
ols__SNACKPACK_CHOCOLATE__SNACKPACK_STRAWBERRY__w2000__z2.5,SNACKPACK,ols,SNACKPACK_CHOCOLATE,SNACKPACK_STRAWBERRY,2000,2.5,-140.0,-1660.0,950.0,570.0,-1660.0,2,21
tls__ROBOT_DISHES__ROBOT_VACUUMING__w1000__z3.0,ROBOT,tls,ROBOT_DISHES,ROBOT_VACUUMING,1000,3.0,2620.0,-1680.0,340.0,3960.0,-1680.0,2,30
tls__ROBOT_DISHES__ROBOT_LAUNDRY__w500__z3.0,ROBOT,tls,ROBOT_DISHES,ROBOT_LAUNDRY,500,3.0,8120.0,-1690.0,2140.0,7670.0,-1690.0,2,51
ols__SLEEP_POD_NYLON__SLEEP_POD_COTTON__w2000__z2.5,SLEEP_POD,ols,SLEEP_POD_NYLON,SLEEP_POD_COTTON,2000,2.5,7365.0,6240.0,-1745.0,2870.0,-1745.0,2,23
ols__ROBOT_LAUNDRY__ROBOT_DISHES__w500__z3.0,ROBOT,ols,ROBOT_LAUNDRY,ROBOT_DISHES,500,3.0,-920.0,170.0,660.0,-1750.0,-1750.0,2,36
ols__ROBOT_VACUUMING__ROBOT_LAUNDRY__w1000__z2.5,ROBOT,ols,ROBOT_VACUUMING,ROBOT_LAUNDRY,1000,2.5,4470.0,1790.0,-1760.0,4440.0,-1760.0,2,36
ols__SNACKPACK_PISTACHIO__SNACKPACK_VANILLA__w2000__z3.0,SNACKPACK,ols,SNACKPACK_PISTACHIO,SNACKPACK_VANILLA,2000,3.0,1250.0,2620.0,-1780.0,410.0,-1780.0,2,10
ols__MICROCHIP_RECTANGLE__MICROCHIP_CIRCLE__w2000__z2.5,MICROCHIP,ols,MICROCHIP_RECTANGLE,MICROCHIP_CIRCLE,2000,2.5,7220.0,9000.0,-1790.0,10.0,-1790.0,2,24
tls__SLEEP_POD_COTTON__SLEEP_POD_LAMB_WOOL__w1000__z3.0,SLEEP_POD,tls,SLEEP_POD_COTTON,SLEEP_POD_LAMB_WOOL,1000,3.0,1260.0,-1790.0,2800.0,250.0,-1790.0,2,29
ols__SNACKPACK_PISTACHIO__SNACKPACK_CHOCOLATE__w2000__z3.0,SNACKPACK,ols,SNACKPACK_PISTACHIO,SNACKPACK_CHOCOLATE,2000,3.0,330.0,1770.0,-1800.0,360.0,-1800.0,2,9
tls__SLEEP_POD_POLYESTER__SLEEP_POD_NYLON__w2000__z3.0,SLEEP_POD,tls,SLEEP_POD_POLYESTER,SLEEP_POD_NYLON,2000,3.0,-385.0,1390.0,35.0,-1810.0,-1810.0,2,13
ols__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_BLACK_HOLES__w2000__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_BLACK_HOLES,2000,3.0,945.0,1530.0,1230.0,-1815.0,-1815.0,2,13
ols__GALAXY_SOUNDS_DARK_MATTER__GALAXY_SOUNDS_BLACK_HOLES__w2000__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,2000,3.0,2115.0,1860.0,-1840.0,2095.0,-1840.0,2,8
tls__SNACKPACK_RASPBERRY__SNACKPACK_STRAWBERRY__w2000__z3.0,SNACKPACK,tls,SNACKPACK_RASPBERRY,SNACKPACK_STRAWBERRY,2000,3.0,115.0,1610.0,345.0,-1840.0,-1840.0,2,11
ols__SNACKPACK_RASPBERRY__SNACKPACK_STRAWBERRY__w2000__z3.0,SNACKPACK,ols,SNACKPACK_RASPBERRY,SNACKPACK_STRAWBERRY,2000,3.0,2165.0,3320.0,715.0,-1870.0,-1870.0,2,10
