case,group,method,target,anchor,window,entry_z,total,day2,day3,day4,worst_day,positive_days,trades
ols__ROBOT_MOPPING__ROBOT_DISHES__w2000__z2.5,ROBOT,ols,ROBOT_MOPPING,ROBOT_DISHES,2000,2.5,-9075.0,-2985.0,-11490.0,5400.0,-11490.0,1,16
tls__SLEEP_POD_SUEDE__SLEEP_POD_COTTON__w2000__z2.5,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_COTTON,2000,2.5,-14855.0,-11510.0,4280.0,-7625.0,-11510.0,1,24
tls__GALAXY_SOUNDS_DARK_MATTER__GALAXY_SOUNDS_PLANETARY_RINGS__w500__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,500,3.0,-15670.0,3890.0,-11690.0,-7870.0,-11690.0,1,56
tls__SLEEP_POD_COTTON__SLEEP_POD_LAMB_WOOL__w500__z2.5,SLEEP_POD,tls,SLEEP_POD_COTTON,SLEEP_POD_LAMB_WOOL,500,2.5,-13400.0,-11710.0,-6110.0,4420.0,-11710.0,1,97
ols__MICROCHIP_OVAL__MICROCHIP_SQUARE__w500__z2.5,MICROCHIP,ols,MICROCHIP_OVAL,MICROCHIP_SQUARE,500,2.5,-13540.0,80.0,-11740.0,-1880.0,-11740.0,1,69
ols__SLEEP_POD_POLYESTER__SLEEP_POD_NYLON__w500__z2.5,SLEEP_POD,ols,SLEEP_POD_POLYESTER,SLEEP_POD_NYLON,500,2.5,-19275.0,-8550.0,-11760.0,1035.0,-11760.0,1,65
tls__ROBOT_MOPPING__ROBOT_VACUUMING__w2000__z2.5,ROBOT,tls,ROBOT_MOPPING,ROBOT_VACUUMING,2000,2.5,-12460.0,3745.0,-11780.0,-4425.0,-11780.0,1,29
ols__SLEEP_POD_SUEDE__SLEEP_POD_NYLON__w1000__z2.5,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_NYLON,1000,2.5,-12670.0,-11860.0,-1190.0,380.0,-11860.0,1,31
ols__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_SOLAR_WINDS__w500__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,500,2.5,-11965.0,-12075.0,-5500.0,5610.0,-12075.0,1,73
ols__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_DARK_MATTER__w2000__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_DARK_MATTER,2000,2.5,-6380.0,-12150.0,-1355.0,7125.0,-12150.0,1,17
tls__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_SOLAR_WINDS__w1000__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_WINDS,1000,2.5,-12010.0,-1470.0,-12210.0,1670.0,-12210.0,1,47
tls__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w2000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,2000,3.0,-7245.0,-10875.0,15970.0,-12340.0,-12340.0,1,13
ols__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_DARK_MATTER__w500__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,500,3.0,-5690.0,-12480.0,-1360.0,8150.0,-12480.0,1,35
tls__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_SOLAR_WINDS__w1000__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_WINDS,1000,3.0,-11470.0,-2700.0,-12610.0,3840.0,-12610.0,1,31
ols__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_DARK_MATTER__w2000__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,2000,2.5,-17845.0,2580.0,-7780.0,-12645.0,-12645.0,1,20
tls__ROBOT_MOPPING__ROBOT_VACUUMING__w500__z2.5,ROBOT,tls,ROBOT_MOPPING,ROBOT_VACUUMING,500,2.5,-19180.0,-7815.0,-12720.0,1355.0,-12720.0,1,108
tls__MICROCHIP_OVAL__MICROCHIP_SQUARE__w1000__z2.5,MICROCHIP,tls,MICROCHIP_OVAL,MICROCHIP_SQUARE,1000,2.5,-18790.0,-12770.0,-8740.0,2720.0,-12770.0,1,46
ols__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w500__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,500,2.5,-19555.0,4815.0,-11570.0,-12800.0,-12800.0,1,70
ols__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w500__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,500,3.0,-18245.0,-12675.0,7270.0,-12840.0,-12840.0,1,43
tls__SLEEP_POD_COTTON__SLEEP_POD_SUEDE__w2000__z2.5,SLEEP_POD,tls,SLEEP_POD_COTTON,SLEEP_POD_SUEDE,2000,2.5,-17340.0,-12930.0,3780.0,-8190.0,-12930.0,1,24
tls__SLEEP_POD_SUEDE__SLEEP_POD_NYLON__w500__z2.5,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_NYLON,500,2.5,-12835.0,1300.0,-13030.0,-1105.0,-13030.0,1,103
tls__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_DARK_MATTER__w500__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_DARK_MATTER,500,2.5,-12910.0,-13050.0,-6320.0,6460.0,-13050.0,1,92
tls__SLEEP_POD_NYLON__SLEEP_POD_POLYESTER__w500__z2.5,SLEEP_POD,tls,SLEEP_POD_NYLON,SLEEP_POD_POLYESTER,500,2.5,-19365.0,-13160.0,1730.0,-7935.0,-13160.0,1,91
ols__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_PLANETARY_RINGS__w500__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_PLANETARY_RINGS,500,3.0,-14050.0,-13190.0,-5080.0,4220.0,-13190.0,1,43
tls__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w1000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,1000,3.0,-16335.0,-6135.0,-13420.0,3220.0,-13420.0,1,32
tls__SLEEP_POD_SUEDE__SLEEP_POD_NYLON__w500__z3.0,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_NYLON,500,3.0,-18550.0,-6820.0,-13630.0,1900.0,-13630.0,1,51
tls__ROBOT_MOPPING__ROBOT_VACUUMING__w1000__z2.5,ROBOT,tls,ROBOT_MOPPING,ROBOT_VACUUMING,1000,2.5,-10415.0,-760.0,-13700.0,4045.0,-13700.0,1,50
tls__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_SOLAR_WINDS__w500__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_WINDS,500,2.5,-25950.0,-13395.0,-13700.0,1145.0,-13700.0,1,94
ols__MICROCHIP_TRIANGLE__MICROCHIP_RECTANGLE__w500__z2.5,MICROCHIP,ols,MICROCHIP_TRIANGLE,MICROCHIP_RECTANGLE,500,2.5,-12240.0,-2020.0,-13750.0,3530.0,-13750.0,1,65
tls__SLEEP_POD_COTTON__SLEEP_POD_SUEDE__w1000__z2.5,SLEEP_POD,tls,SLEEP_POD_COTTON,SLEEP_POD_SUEDE,1000,2.5,-6460.0,-340.0,7900.0,-14020.0,-14020.0,1,43
ols__GALAXY_SOUNDS_DARK_MATTER__GALAXY_SOUNDS_SOLAR_WINDS__w500__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_WINDS,500,2.5,-12870.0,3900.0,-14100.0,-2670.0,-14100.0,1,63
tls__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w1000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,1000,3.0,-15750.0,990.0,-2520.0,-14220.0,-14220.0,1,27
tls__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_DARK_MATTER__w500__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_DARK_MATTER,500,3.0,-14560.0,-14230.0,-4120.0,3790.0,-14230.0,1,46
tls__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_DARK_MATTER__w500__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_DARK_MATTER,500,2.5,-24590.0,-11840.0,1660.0,-14410.0,-14410.0,1,98
tls__MICROCHIP_TRIANGLE__MICROCHIP_RECTANGLE__w1000__z3.0,MICROCHIP,tls,MICROCHIP_TRIANGLE,MICROCHIP_RECTANGLE,1000,3.0,-17175.0,-3980.0,-14510.0,1315.0,-14510.0,1,35
ols__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_BLACK_HOLES__w500__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_BLACK_HOLES,500,2.5,-10730.0,-14610.0,-7380.0,11260.0,-14610.0,1,78
ols__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_SOLAR_FLAMES__w500__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_FLAMES,500,2.5,-24680.0,-14865.0,-13330.0,3515.0,-14865.0,1,70
tls__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_PLANETARY_RINGS__w500__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,500,2.5,-12120.0,-14940.0,-5600.0,8420.0,-14940.0,1,92
ols__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_PLANETARY_RINGS__w500__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_PLANETARY_RINGS,500,2.5,-17140.0,-15000.0,-7630.0,5490.0,-15000.0,1,70
tls__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_PLANETARY_RINGS__w500__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_PLANETARY_RINGS,500,2.5,-23555.0,-15295.0,-9190.0,930.0,-15295.0,1,103
ols__SLEEP_POD_COTTON__SLEEP_POD_NYLON__w500__z2.5,SLEEP_POD,ols,SLEEP_POD_COTTON,SLEEP_POD_NYLON,500,2.5,-22350.0,-15440.0,3160.0,-10070.0,-15440.0,1,65
tls__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w2000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,2000,2.5,-15345.0,-15525.0,6400.0,-6220.0,-15525.0,1,22
ols__SLEEP_POD_LAMB_WOOL__SLEEP_POD_POLYESTER__w500__z2.5,SLEEP_POD,ols,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,500,2.5,-14960.0,-15530.0,-870.0,1440.0,-15530.0,1,65
tls__MICROCHIP_SQUARE__MICROCHIP_OVAL__w2000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_OVAL,2000,2.5,-15915.0,-5165.0,4850.0,-15600.0,-15600.0,1,25
ols__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_DARK_MATTER__w500__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_DARK_MATTER,500,2.5,-22700.0,-15830.0,1985.0,-8855.0,-15830.0,1,63
tls__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_BLACK_HOLES__w500__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_BLACK_HOLES,500,2.5,-21120.0,-16010.0,-7640.0,2530.0,-16010.0,1,101
ols__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_SOLAR_FLAMES__w500__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES,500,2.5,-15405.0,3750.0,-3110.0,-16045.0,-16045.0,1,74
ols__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_BLACK_HOLES__w500__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_BLACK_HOLES,500,3.0,-16960.0,-16880.0,-3560.0,3480.0,-16880.0,1,39
tls__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w500__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,500,3.0,-21580.0,-6380.0,1700.0,-16900.0,-16900.0,1,52
ols__SLEEP_POD_LAMB_WOOL__SLEEP_POD_NYLON__w500__z3.0,SLEEP_POD,ols,SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,500,3.0,-20840.0,-17620.0,1050.0,-4270.0,-17620.0,1,42
ols__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_DARK_MATTER__w500__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_DARK_MATTER,500,3.0,-14080.0,-17720.0,-4600.0,8240.0,-17720.0,1,34
tls__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w1000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,1000,2.5,-27815.0,-16235.0,-17920.0,6340.0,-17920.0,1,53
ols__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w500__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,500,2.5,-27655.0,-9665.0,20.0,-18010.0,-18010.0,1,71
tls__GALAXY_SOUNDS_DARK_MATTER__GALAXY_SOUNDS_PLANETARY_RINGS__w500__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,500,2.5,-23800.0,3530.0,-18650.0,-8680.0,-18650.0,1,97
ols__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_PLANETARY_RINGS__w500__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,500,2.5,-17060.0,-18680.0,-5020.0,6640.0,-18680.0,1,62
tls__SLEEP_POD_COTTON__SLEEP_POD_NYLON__w500__z2.5,SLEEP_POD,tls,SLEEP_POD_COTTON,SLEEP_POD_NYLON,500,2.5,-20720.0,-18870.0,5000.0,-6850.0,-18870.0,1,100
ols__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_DARK_MATTER__w500__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,500,2.5,-24030.0,-20815.0,-6240.0,3025.0,-20815.0,1,68
tls__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w500__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,500,2.5,-30905.0,-19295.0,10180.0,-21790.0,-21790.0,1,89
ols__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_DARK_MATTER__w500__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_DARK_MATTER,500,2.5,-19240.0,-22080.0,-7390.0,10230.0,-22080.0,1,65
tls__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w500__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,500,2.5,-31850.0,990.0,-25200.0,-7640.0,-25200.0,1,105
ols__MICROCHIP_TRIANGLE__MICROCHIP_OVAL__w500__z2.5,MICROCHIP,ols,MICROCHIP_TRIANGLE,MICROCHIP_OVAL,500,2.5,-21830.0,-450.0,-27910.0,6530.0,-27910.0,1,70
tls__SNACKPACK_CHOCOLATE__SNACKPACK_PISTACHIO__w2000__z3.0,SNACKPACK,tls,SNACKPACK_CHOCOLATE,SNACKPACK_PISTACHIO,2000,3.0,-800.0,-580.0,-220.0,0.0,-580.0,0,12
tls__SNACKPACK_VANILLA__SNACKPACK_STRAWBERRY__w2000__z2.5,SNACKPACK,tls,SNACKPACK_VANILLA,SNACKPACK_STRAWBERRY,2000,2.5,-1600.0,-840.0,-140.0,-620.0,-840.0,0,26
tls__SNACKPACK_STRAWBERRY__SNACKPACK_CHOCOLATE__w2000__z3.0,SNACKPACK,tls,SNACKPACK_STRAWBERRY,SNACKPACK_CHOCOLATE,2000,3.0,-2570.0,-1140.0,-760.0,-670.0,-1140.0,0,16
tls__ROBOT_IRONING__ROBOT_LAUNDRY__w2000__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_LAUNDRY,2000,3.0,-2460.0,-600.0,-1340.0,-520.0,-1340.0,0,8
tls__SNACKPACK_PISTACHIO__SNACKPACK_RASPBERRY__w1000__z3.0,SNACKPACK,tls,SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,1000,3.0,-2840.0,-1180.0,-260.0,-1400.0,-1400.0,0,21
tls__SNACKPACK_VANILLA__SNACKPACK_RASPBERRY__w1000__z3.0,SNACKPACK,tls,SNACKPACK_VANILLA,SNACKPACK_RASPBERRY,1000,3.0,-2940.0,-1070.0,-350.0,-1520.0,-1520.0,0,30
ols__SNACKPACK_PISTACHIO__SNACKPACK_RASPBERRY__w1000__z3.0,SNACKPACK,ols,SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,1000,3.0,-2620.0,-620.0,-280.0,-1720.0,-1720.0,0,20
ols__SNACKPACK_PISTACHIO__SNACKPACK_RASPBERRY__w1000__z2.5,SNACKPACK,ols,SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,1000,2.5,-2450.0,-490.0,-1730.0,-230.0,-1730.0,0,40
tls__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_DARK_MATTER__w1000__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_DARK_MATTER,1000,3.0,-3155.0,-895.0,-530.0,-1730.0,-1730.0,0,26
tls__SNACKPACK_PISTACHIO__SNACKPACK_STRAWBERRY__w2000__z3.0,SNACKPACK,tls,SNACKPACK_PISTACHIO,SNACKPACK_STRAWBERRY,2000,3.0,-4150.0,-940.0,-1800.0,-1410.0,-1800.0,0,8
ols__SLEEP_POD_POLYESTER__SLEEP_POD_COTTON__w2000__z3.0,SLEEP_POD,ols,SLEEP_POD_POLYESTER,SLEEP_POD_COTTON,2000,3.0,-1960.0,-1890.0,-70.0,0.0,-1890.0,0,6
tls__SLEEP_POD_POLYESTER__SLEEP_POD_LAMB_WOOL__w500__z3.0,SLEEP_POD,tls,SLEEP_POD_POLYESTER,SLEEP_POD_LAMB_WOOL,500,3.0,-4290.0,-1940.0,-1260.0,-1090.0,-1940.0,0,50
ols__ROBOT_IRONING__ROBOT_LAUNDRY__w2000__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_LAUNDRY,2000,3.0,-3630.0,-1140.0,-2040.0,-450.0,-2040.0,0,10
ols__SNACKPACK_STRAWBERRY__SNACKPACK_PISTACHIO__w1000__z3.0,SNACKPACK,ols,SNACKPACK_STRAWBERRY,SNACKPACK_PISTACHIO,1000,3.0,-4630.0,-2100.0,-1410.0,-1120.0,-2100.0,0,22
ols__SLEEP_POD_COTTON__SLEEP_POD_LAMB_WOOL__w2000__z3.0,SLEEP_POD,ols,SLEEP_POD_COTTON,SLEEP_POD_LAMB_WOOL,2000,3.0,-3930.0,-50.0,-2220.0,-1660.0,-2220.0,0,7
ols__SLEEP_POD_NYLON__SLEEP_POD_COTTON__w1000__z2.5,SLEEP_POD,ols,SLEEP_POD_NYLON,SLEEP_POD_COTTON,1000,2.5,-4895.0,-650.0,-2025.0,-2220.0,-2220.0,0,33
ols__SNACKPACK_PISTACHIO__SNACKPACK_STRAWBERRY__w2000__z3.0,SNACKPACK,ols,SNACKPACK_PISTACHIO,SNACKPACK_STRAWBERRY,2000,3.0,-4710.0,-1020.0,-2280.0,-1410.0,-2280.0,0,8
tls__SNACKPACK_PISTACHIO__SNACKPACK_VANILLA__w1000__z3.0,SNACKPACK,tls,SNACKPACK_PISTACHIO,SNACKPACK_VANILLA,1000,3.0,-3680.0,-2330.0,-1080.0,-270.0,-2330.0,0,27
tls__SNACKPACK_PISTACHIO__SNACKPACK_RASPBERRY__w1000__z2.5,SNACKPACK,tls,SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,1000,2.5,-4560.0,-1720.0,-2370.0,-470.0,-2370.0,0,38
tls__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w2000__z3.0,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,2000,3.0,-4795.0,-2400.0,-2320.0,-75.0,-2400.0,0,11
ols__SNACKPACK_PISTACHIO__SNACKPACK_RASPBERRY__w500__z3.0,SNACKPACK,ols,SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,500,3.0,-5840.0,-1630.0,-1690.0,-2520.0,-2520.0,0,54
ols__SNACKPACK_VANILLA__SNACKPACK_PISTACHIO__w500__z2.5,SNACKPACK,ols,SNACKPACK_VANILLA,SNACKPACK_PISTACHIO,500,2.5,-3850.0,-760.0,-470.0,-2620.0,-2620.0,0,70
tls__SLEEP_POD_SUEDE__SLEEP_POD_COTTON__w500__z3.0,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_COTTON,500,3.0,-6690.0,-2650.0,-1590.0,-2450.0,-2650.0,0,47
tls__SNACKPACK_RASPBERRY__SNACKPACK_PISTACHIO__w1000__z2.5,SNACKPACK,tls,SNACKPACK_RASPBERRY,SNACKPACK_PISTACHIO,1000,2.5,-4920.0,-1755.0,-455.0,-2710.0,-2710.0,0,38
tls__SLEEP_POD_NYLON__SLEEP_POD_POLYESTER__w1000__z3.0,SLEEP_POD,tls,SLEEP_POD_NYLON,SLEEP_POD_POLYESTER,1000,3.0,-3185.0,-150.0,-2715.0,-320.0,-2715.0,0,30
tls__SNACKPACK_PISTACHIO__SNACKPACK_RASPBERRY__w500__z3.0,SNACKPACK,tls,SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,500,3.0,-6890.0,-1960.0,-2770.0,-2160.0,-2770.0,0,53
tls__SNACKPACK_STRAWBERRY__SNACKPACK_PISTACHIO__w1000__z3.0,SNACKPACK,tls,SNACKPACK_STRAWBERRY,SNACKPACK_PISTACHIO,1000,3.0,-3510.0,-2780.0,-710.0,-20.0,-2780.0,0,23
ols__MICROCHIP_CIRCLE__MICROCHIP_TRIANGLE__w1000__z3.0,MICROCHIP,ols,MICROCHIP_CIRCLE,MICROCHIP_TRIANGLE,1000,3.0,-4860.0,-2780.0,-760.0,-1320.0,-2780.0,0,21
tls__MICROCHIP_RECTANGLE__MICROCHIP_OVAL__w2000__z2.5,MICROCHIP,tls,MICROCHIP_RECTANGLE,MICROCHIP_OVAL,2000,2.5,-3830.0,-2790.0,-850.0,-190.0,-2790.0,0,19
tls__ROBOT_VACUUMING__ROBOT_IRONING__w1000__z3.0,ROBOT,tls,ROBOT_VACUUMING,ROBOT_IRONING,1000,3.0,-5540.0,-370.0,-2860.0,-2310.0,-2860.0,0,30
tls__SNACKPACK_STRAWBERRY__SNACKPACK_CHOCOLATE__w500__z3.0,SNACKPACK,tls,SNACKPACK_STRAWBERRY,SNACKPACK_CHOCOLATE,500,3.0,-6680.0,-1840.0,-2880.0,-1960.0,-2880.0,0,56
tls__SNACKPACK_PISTACHIO__SNACKPACK_STRAWBERRY__w1000__z3.0,SNACKPACK,tls,SNACKPACK_PISTACHIO,SNACKPACK_STRAWBERRY,1000,3.0,-5600.0,-370.0,-2890.0,-2340.0,-2890.0,0,23
ols__ROBOT_VACUUMING__ROBOT_LAUNDRY__w500__z2.5,ROBOT,ols,ROBOT_VACUUMING,ROBOT_LAUNDRY,500,2.5,-5970.0,-2900.0,-2510.0,-560.0,-2900.0,0,69
ols__SNACKPACK_PISTACHIO__SNACKPACK_STRAWBERRY__w500__z3.0,SNACKPACK,ols,SNACKPACK_PISTACHIO,SNACKPACK_STRAWBERRY,500,3.0,-5090.0,-140.0,-2040.0,-2910.0,-2910.0,0,50
tls__SNACKPACK_PISTACHIO__SNACKPACK_RASPBERRY__w500__z2.5,SNACKPACK,tls,SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,500,2.5,-8140.0,-2370.0,-2910.0,-2860.0,-2910.0,0,90
ols__SLEEP_POD_COTTON__SLEEP_POD_POLYESTER__w2000__z2.5,SLEEP_POD,ols,SLEEP_POD_COTTON,SLEEP_POD_POLYESTER,2000,2.5,-7150.0,-3080.0,-1430.0,-2640.0,-3080.0,0,13
tls__SNACKPACK_VANILLA__SNACKPACK_RASPBERRY__w500__z3.0,SNACKPACK,tls,SNACKPACK_VANILLA,SNACKPACK_RASPBERRY,500,3.0,-3860.0,-140.0,-620.0,-3100.0,-3100.0,0,59
tls__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_SOLAR_WINDS__w500__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,500,3.0,-7145.0,-1630.0,-3100.0,-2415.0,-3100.0,0,67
ols__SNACKPACK_PISTACHIO__SNACKPACK_STRAWBERRY__w500__z2.5,SNACKPACK,ols,SNACKPACK_PISTACHIO,SNACKPACK_STRAWBERRY,500,2.5,-7110.0,-3180.0,-1500.0,-2430.0,-3180.0,0,73
ols__MICROCHIP_OVAL__MICROCHIP_RECTANGLE__w500__z3.0,MICROCHIP,ols,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,500,3.0,-4430.0,-3200.0,-690.0,-540.0,-3200.0,0,36
tls__SNACKPACK_STRAWBERRY__SNACKPACK_RASPBERRY__w2000__z2.5,SNACKPACK,tls,SNACKPACK_STRAWBERRY,SNACKPACK_RASPBERRY,2000,2.5,-7000.0,-3300.0,-3040.0,-660.0,-3300.0,0,20
ols__SNACKPACK_STRAWBERRY__SNACKPACK_CHOCOLATE__w500__z3.0,SNACKPACK,ols,SNACKPACK_STRAWBERRY,SNACKPACK_CHOCOLATE,500,3.0,-7240.0,-3320.0,-2860.0,-1060.0,-3320.0,0,40
tls__SLEEP_POD_POLYESTER__SLEEP_POD_NYLON__w2000__z2.5,SLEEP_POD,tls,SLEEP_POD_POLYESTER,SLEEP_POD_NYLON,2000,2.5,-4245.0,-360.0,-555.0,-3330.0,-3330.0,0,26
tls__ROBOT_DISHES__ROBOT_IRONING__w2000__z3.0,ROBOT,tls,ROBOT_DISHES,ROBOT_IRONING,2000,3.0,-6255.0,-2660.0,-235.0,-3360.0,-3360.0,0,16
