product,side,horizon,group,splits,min_top5_edge,mean_top5_edge,min_top5_win,mean_corr,rank_score
UV_VISOR_ORANGE,short,100,UV,3,10.853658676147461,34.22764269510905,0.5609756097560976,-0.04198480892247844,6.088637793936381
GALAXY_SOUNDS_BLACK_HOLES,long,50,GALAXY,3,11.07317066192627,17.056910514831543,0.5365853658536586,0.05887747456656084,5.941701330789706
ROBOT_DISHES,short,200,ROBOT,3,20.292682647705078,47.682926177978516,0.2926829268292683,0.21798785666067064,5.939321750547827
ROBOT_LAUNDRY,long,200,ROBOT,3,13.268292427062988,33.382113456726074,0.43902439024390244,0.12566456905477422,5.825103992369117
PEBBLES_M,short,1000,PEBBLES,3,16.560976028442383,224.02438418070474,0.34146341463414637,0.46020989235613335,5.65496742434618
ROBOT_MOPPING,short,200,ROBOT,3,12.195121765136719,37.609755198160805,0.4634146341463415,0.11654883299785936,5.651397891160919
SLEEP_POD_LAMB_WOOL,short,100,SLEEP,3,12.09756088256836,39.008130391438804,0.4634146341463415,0.11069474404235591,5.606186750458508
SNACKPACK_STRAWBERRY,long,1000,SNACKPACK,3,25.463415145874023,53.29268328348795,0.21951219512195122,0.4028353176974406,5.589530153972347
PANEL_2X4,long,100,PANEL,3,10.390243530273438,24.71544647216797,0.5365853658536586,0.14582840343441808,5.575252626000381
TRANSLATOR_ASTRO_BLACK,short,1000,TRANSLATOR,3,55.46341323852539,313.00000127156574,0.0975609756097561,0.36087717012764386,5.4110647061976
UV_VISOR_YELLOW,short,100,UV,3,10.560976028442383,23.747966766357422,0.5121951219512195,0.11569357141766239,5.409280404811953
PANEL_2X4,short,500,PANEL,3,8.92682933807373,116.1219466527303,0.5609756097560976,0.349891697491343,5.007733531114532
UV_VISOR_RED,long,100,UV,3,11.268292427062988,25.235771497090656,0.43902439024390244,0.1964519319517625,4.947055211881312
GALAXY_SOUNDS_DARK_MATTER,short,200,GALAXY,3,9.365853309631348,71.0406510035197,0.5121951219512195,0.19750992631651812,4.797144378103861
