source_product,feature,mean_importance,min_importance
PANEL_2X2,imbalance3,0.0,0.0
PANEL_2X2,micro_minus_mid,0.0,0.0
PANEL_2X4,imbalance1,0.0,0.0
PANEL_2X4,imbalance3,0.0,0.0
PANEL_2X4,micro_minus_mid,0.0,0.0
PANEL_2X4,ret1,0.0,0.0
PANEL_2X4,spread,0.0,0.0
PANEL_4X4,imbalance1,0.0,0.0
PANEL_4X4,imbalance3,0.0,0.0
PANEL_4X4,micro_minus_mid,0.0,0.0
PANEL_4X4,ret1,0.0,0.0
PANEL_4X4,spread,0.0,0.0
PEBBLES_L,imbalance1,0.0,0.0
PEBBLES_L,imbalance3,0.0,0.0
PEBBLES_L,micro_minus_mid,0.0,0.0
PEBBLES_L,spread,0.0,0.0
PEBBLES_M,imbalance1,0.0,0.0
PEBBLES_M,imbalance3,0.0,0.0
PEBBLES_M,micro_minus_mid,0.0,0.0
PEBBLES_M,ret1,0.0,0.0
PEBBLES_S,imbalance1,0.0,0.0
PEBBLES_S,imbalance3,0.0,0.0
PEBBLES_S,micro_minus_mid,0.0,0.0
PEBBLES_S,spread,0.0,0.0
PEBBLES_XL,imbalance1,0.0,0.0
PEBBLES_XL,imbalance3,0.0,0.0
PEBBLES_XL,micro_minus_mid,0.0,0.0
PEBBLES_XL,ret1,0.0,0.0
PEBBLES_XS,imbalance1,0.0,0.0
PEBBLES_XS,imbalance3,0.0,0.0
PEBBLES_XS,micro_minus_mid,0.0,0.0
PEBBLES_XS,ret1,0.0,0.0
ROBOT_DISHES,imbalance1,0.0,0.0
ROBOT_DISHES,imbalance3,0.0,0.0
ROBOT_DISHES,micro_minus_mid,0.0,0.0
ROBOT_DISHES,ret1,0.0,0.0
ROBOT_DISHES,ret10,0.0,0.0
ROBOT_IRONING,imbalance1,0.0,0.0
ROBOT_IRONING,imbalance3,0.0,0.0
ROBOT_IRONING,micro_minus_mid,0.0,0.0
ROBOT_IRONING,ret1,0.0,0.0
ROBOT_IRONING,ret10,0.0,0.0
ROBOT_LAUNDRY,imbalance1,0.0,0.0
ROBOT_LAUNDRY,imbalance3,0.0,0.0
ROBOT_LAUNDRY,micro_minus_mid,0.0,0.0
ROBOT_LAUNDRY,ret1,0.0,0.0
ROBOT_MOPPING,imbalance1,0.0,0.0
ROBOT_MOPPING,imbalance3,0.0,0.0
ROBOT_MOPPING,micro_minus_mid,0.0,0.0
ROBOT_MOPPING,spread,0.0,0.0
ROBOT_VACUUMING,imbalance1,0.0,0.0
ROBOT_VACUUMING,imbalance3,0.0,0.0
ROBOT_VACUUMING,micro_minus_mid,0.0,0.0
ROBOT_VACUUMING,ret1,0.0,0.0
ROBOT_VACUUMING,spread,0.0,0.0
SLEEP_POD_COTTON,imbalance1,0.0,0.0
SLEEP_POD_COTTON,imbalance3,0.0,0.0
SLEEP_POD_COTTON,micro_minus_mid,0.0,0.0
SLEEP_POD_LAMB_WOOL,imbalance1,0.0,0.0
SLEEP_POD_LAMB_WOOL,imbalance3,0.0,0.0
SLEEP_POD_LAMB_WOOL,micro_minus_mid,0.0,0.0
SLEEP_POD_LAMB_WOOL,ret10,0.0,0.0
SLEEP_POD_NYLON,imbalance1,0.0,0.0
SLEEP_POD_NYLON,imbalance3,0.0,0.0
SLEEP_POD_NYLON,micro_minus_mid,0.0,0.0
SLEEP_POD_POLYESTER,imbalance1,0.0,0.0
SLEEP_POD_POLYESTER,imbalance3,0.0,0.0
SLEEP_POD_POLYESTER,micro_minus_mid,0.0,0.0
SLEEP_POD_SUEDE,imbalance1,0.0,0.0
SLEEP_POD_SUEDE,imbalance3,0.0,0.0
SLEEP_POD_SUEDE,micro_minus_mid,0.0,0.0
SLEEP_POD_SUEDE,spread,0.0,0.0
SNACKPACK_CHOCOLATE,imbalance1,0.0,0.0
SNACKPACK_CHOCOLATE,imbalance3,0.0,0.0
SNACKPACK_CHOCOLATE,micro_minus_mid,0.0,0.0
SNACKPACK_CHOCOLATE,spread,0.0,0.0
SNACKPACK_PISTACHIO,imbalance1,0.0,0.0
SNACKPACK_PISTACHIO,imbalance3,0.0,0.0
SNACKPACK_PISTACHIO,micro_minus_mid,0.0,0.0
SNACKPACK_PISTACHIO,ret1,0.0,0.0
SNACKPACK_RASPBERRY,imbalance1,0.0,0.0
SNACKPACK_RASPBERRY,imbalance3,0.0,0.0
SNACKPACK_RASPBERRY,micro_minus_mid,0.0,0.0
SNACKPACK_RASPBERRY,spread,0.0,0.0
SNACKPACK_STRAWBERRY,imbalance1,0.0,0.0
SNACKPACK_STRAWBERRY,imbalance3,0.0,0.0
SNACKPACK_STRAWBERRY,micro_minus_mid,0.0,0.0
SNACKPACK_STRAWBERRY,spread,0.0,0.0
SNACKPACK_VANILLA,imbalance1,0.0,0.0
SNACKPACK_VANILLA,imbalance3,0.0,0.0
SNACKPACK_VANILLA,micro_minus_mid,0.0,0.0
SNACKPACK_VANILLA,ret1,0.0,0.0
SNACKPACK_VANILLA,spread,0.0,0.0
TRANSLATOR_ASTRO_BLACK,imbalance1,0.0,0.0
TRANSLATOR_ASTRO_BLACK,imbalance3,0.0,0.0
TRANSLATOR_ASTRO_BLACK,micro_minus_mid,0.0,0.0
TRANSLATOR_ASTRO_BLACK,spread,0.0,0.0
TRANSLATOR_ECLIPSE_CHARCOAL,imbalance1,0.0,0.0
TRANSLATOR_ECLIPSE_CHARCOAL,imbalance3,0.0,0.0
TRANSLATOR_ECLIPSE_CHARCOAL,micro_minus_mid,0.0,0.0
TRANSLATOR_ECLIPSE_CHARCOAL,spread,0.0,0.0
TRANSLATOR_GRAPHITE_MIST,imbalance1,0.0,0.0
TRANSLATOR_GRAPHITE_MIST,imbalance3,0.0,0.0
TRANSLATOR_GRAPHITE_MIST,micro_minus_mid,0.0,0.0
TRANSLATOR_GRAPHITE_MIST,spread,0.0,0.0
TRANSLATOR_SPACE_GRAY,imbalance1,0.0,0.0
TRANSLATOR_SPACE_GRAY,imbalance3,0.0,0.0
TRANSLATOR_SPACE_GRAY,micro_minus_mid,0.0,0.0
TRANSLATOR_SPACE_GRAY,spread,0.0,0.0
TRANSLATOR_VOID_BLUE,imbalance1,0.0,0.0
TRANSLATOR_VOID_BLUE,imbalance3,0.0,0.0
TRANSLATOR_VOID_BLUE,micro_minus_mid,0.0,0.0
TRANSLATOR_VOID_BLUE,spread,0.0,0.0
UV_VISOR_AMBER,imbalance1,0.0,0.0
UV_VISOR_AMBER,imbalance3,0.0,0.0
UV_VISOR_AMBER,micro_minus_mid,0.0,0.0
UV_VISOR_AMBER,ret1,0.0,0.0
UV_VISOR_MAGENTA,imbalance1,0.0,0.0
UV_VISOR_MAGENTA,imbalance3,0.0,0.0
UV_VISOR_MAGENTA,micro_minus_mid,0.0,0.0
UV_VISOR_ORANGE,imbalance1,0.0,0.0
UV_VISOR_ORANGE,imbalance3,0.0,0.0
UV_VISOR_ORANGE,micro_minus_mid,0.0,0.0
UV_VISOR_ORANGE,ret1,0.0,0.0
UV_VISOR_RED,imbalance1,0.0,0.0
UV_VISOR_RED,imbalance3,0.0,0.0
UV_VISOR_RED,micro_minus_mid,0.0,0.0
UV_VISOR_RED,ret1,0.0,0.0
UV_VISOR_YELLOW,imbalance1,0.0,0.0
UV_VISOR_YELLOW,imbalance3,0.0,0.0
UV_VISOR_YELLOW,micro_minus_mid,0.0,0.0
UV_VISOR_YELLOW,ret1,0.0,0.0
UV_VISOR_YELLOW,spread,0.0,0.0
